bacteria,antibiotic,country,resistance_rate
Klebsiella pneumoniae,Cefepime,Senegal,0.42847099859978177
Klebsiella pneumoniae,Cefepime,Togo,0.4784436294217832
Klebsiella pneumoniae,Imipenem,Benin,0.8486248212062468
Klebsiella pneumoniae,Imipenem,Burkina Faso,0.7874725624168629
Klebsiella pneumoniae,Imipenem,Ivory Coast,0.5780920847770695
Klebsiella pneumoniae,Imipenem,Ghana,0.17031722502611624
Klebsiella pneumoniae,Imipenem,Mali,0.6233460511079707
Klebsiella pneumoniae,Imipenem,Nigeria,0.4607445426952015
Klebsiella pneumoniae,Imipenem,Senegal,0.6527773381764138
Klebsiella pneumoniae,Imipenem,Togo,0.4878470145682482
Klebsiella pneumoniae,Meropenem,Benin,0.8483401355860437
Klebsiella pneumoniae,Meropenem,Burkina Faso,0.260191203806877
Klebsiella pneumoniae,Meropenem,Ivory Coast,0.18612854475107268
Klebsiella pneumoniae,Meropenem,Ghana,0.4634970346985233
Klebsiella pneumoniae,Meropenem,Mali,0.6944687871246427
Klebsiella pneumoniae,Meropenem,Nigeria,0.6170669721947932
Klebsiella pneumoniae,Meropenem,Senegal,0.15821116095341214
Klebsiella pneumoniae,Meropenem,Togo,0.4013718210302809
Klebsiella pneumoniae,Ertapenem,Benin,0.7677176773537612
Klebsiella pneumoniae,Ertapenem,Burkina Faso,0.38152508931001206
Klebsiella pneumoniae,Ertapenem,Ivory Coast,0.5005995997132765
Klebsiella pneumoniae,Ertapenem,Ghana,0.43739326588570815
Klebsiella pneumoniae,Ertapenem,Mali,0.5581093405004346
Klebsiella pneumoniae,Ertapenem,Nigeria,0.624184165388872
Klebsiella pneumoniae,Ertapenem,Senegal,0.163628176437206
Klebsiella pneumoniae,Ertapenem,Togo,0.6158178769463138
Klebsiella pneumoniae,Ciprofloxacin,Benin,0.8984267922101707
Klebsiella pneumoniae,Ciprofloxacin,Burkina Faso,0.44484330210904843
Klebsiella pneumoniae,Ciprofloxacin,Ivory Coast,0.7587564010419524
Klebsiella pneumoniae,Ciprofloxacin,Ghana,0.5211902935074587
Klebsiella pneumoniae,Ciprofloxacin,Mali,0.6296865261993653
Klebsiella pneumoniae,Ciprofloxacin,Nigeria,0.5198279495668194
Klebsiella pneumoniae,Ciprofloxacin,Senegal,0.46895417754810975
Klebsiella pneumoniae,Ciprofloxacin,Togo,0.7569267762782818
Klebsiella pneumoniae,Levofloxacin,Benin,0.3932826883365004
Klebsiella pneumoniae,Levofloxacin,Burkina Faso,0.17552449098298448
Klebsiella pneumoniae,Levofloxacin,Ivory Coast,0.6526129262528964
Klebsiella pneumoniae,Levofloxacin,Ghana,0.3821561082495383
Klebsiella pneumoniae,Levofloxacin,Mali,0.2970166812434273
Klebsiella pneumoniae,Levofloxacin,Nigeria,0.3712994138336797
Klebsiella pneumoniae,Levofloxacin,Senegal,0.6297858996118717
Klebsiella pneumoniae,Levofloxacin,Togo,0.48227605149615416
Klebsiella pneumoniae,Gentamicin,Benin,0.10398770437080805
Klebsiella pneumoniae,Gentamicin,Burkina Faso,0.18940190810740776
Klebsiella pneumoniae,Gentamicin,Ivory Coast,0.19794545100930688
Klebsiella pneumoniae,Gentamicin,Ghana,0.293057007776548
Klebsiella pneumoniae,Gentamicin,Mali,0.6613705567447759
Klebsiella pneumoniae,Gentamicin,Nigeria,0.4635778486679234
Klebsiella pneumoniae,Gentamicin,Senegal,0.3336902747167135
Klebsiella pneumoniae,Gentamicin,Togo,0.7558290244742651
Klebsiella pneumoniae,Amikacin,Benin,0.6673531010296153
Klebsiella pneumoniae,Amikacin,Burkina Faso,0.4069498674110671
Klebsiella pneumoniae,Amikacin,Ivory Coast,0.8850756666000275
Klebsiella pneumoniae,Amikacin,Ghana,0.8057550151654603
Klebsiella pneumoniae,Amikacin,Mali,0.28001715943200783
Klebsiella pneumoniae,Amikacin,Nigeria,0.44122449825281274
Klebsiella pneumoniae,Amikacin,Senegal,0.517229012673885
Klebsiella pneumoniae,Amikacin,Togo,0.1660184925776294
Klebsiella pneumoniae,Tobramycin,Benin,0.10030457329349654
Klebsiella pneumoniae,Tobramycin,Burkina Faso,0.5450057923789294
Klebsiella pneumoniae,Tobramycin,Ivory Coast,0.6668366156608865
Klebsiella pneumoniae,Tobramycin,Ghana,0.3808601606516161
Klebsiella pneumoniae,Tobramycin,Mali,0.3343317028485705
Klebsiella pneumoniae,Tobramycin,Nigeria,0.1764124919033935
Klebsiella pneumoniae,Tobramycin,Senegal,0.6294868814491289
Klebsiella pneumoniae,Tobramycin,Togo,0.15503484352378694
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Benin,0.20327279480294866
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Burkina Faso,0.6421606691779469
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Ivory Coast,0.3735715384865952
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Ghana,0.30174233625891245
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Mali,0.47790103702327746
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Nigeria,0.16491322880963413
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Senegal,0.5634572342805043
Klebsiella pneumoniae,Trimethoprim/Sulfamethoxazole,Togo,0.4355981758190791
Klebsiella pneumoniae,Tetracycline,Benin,0.8372942705312578
Klebsiella pneumoniae,Tetracycline,Burkina Faso,0.3902970192597316
Klebsiella pneumoniae,Tetracycline,Ivory Coast,0.4776569833632559
Klebsiella pneumoniae,Tetracycline,Ghana,0.36921668368365845
Klebsiella pneumoniae,Tetracycline,Mali,0.2948766906562956
Klebsiella pneumoniae,Tetracycline,Nigeria,0.8413726775200487
Klebsiella pneumoniae,Tetracycline,Senegal,0.4685813215452792
Klebsiella pneumoniae,Tetracycline,Togo,0.7145270946385199
Klebsiella pneumoniae,Doxycycline,Benin,0.7651651750207059
Klebsiella pneumoniae,Doxycycline,Burkina Faso,0.8839897939272555
Klebsiella pneumoniae,Doxycycline,Ivory Coast,0.7134273919434005
Klebsiella pneumoniae,Doxycycline,Ghana,0.6787495287447255
Klebsiella pneumoniae,Doxycycline,Mali,0.8182060124687359
Klebsiella pneumoniae,Doxycycline,Nigeria,0.8581440786702671
Klebsiella pneumoniae,Doxycycline,Senegal,0.299433345250386
Klebsiella pneumoniae,Doxycycline,Togo,0.49898430330426136
Klebsiella pneumoniae,Clindamycin,Benin,0.2622662185976502
Klebsiella pneumoniae,Clindamycin,Burkina Faso,0.5106416111747262
Klebsiella pneumoniae,Clindamycin,Ivory Coast,0.1362490998827159
Klebsiella pneumoniae,Clindamycin,Ghana,0.14331622040069014
Klebsiella pneumoniae,Clindamycin,Mali,0.3813501108252567
Klebsiella pneumoniae,Clindamycin,Nigeria,0.7511382129776322
Klebsiella pneumoniae,Clindamycin,Senegal,0.6737265585175348
Klebsiella pneumoniae,Clindamycin,Togo,0.4893455098264822
Klebsiella pneumoniae,Erythromycin,Benin,0.3066556852119138
Klebsiella pneumoniae,Erythromycin,Burkina Faso,0.5043584032825177
Klebsiella pneumoniae,Erythromycin,Ivory Coast,0.6988522923909068
Klebsiella pneumoniae,Erythromycin,Ghana,0.896817346308031
Klebsiella pneumoniae,Erythromycin,Mali,0.599067833371923
Klebsiella pneumoniae,Erythromycin,Nigeria,0.6448683784303484
Klebsiella pneumoniae,Erythromycin,Senegal,0.11165240424015499
Klebsiella pneumoniae,Erythromycin,Togo,0.8945585841996634
Klebsiella pneumoniae,Linezolid,Benin,0.7073962841345467
Klebsiella pneumoniae,Linezolid,Burkina Faso,0.773412332533291
Klebsiella pneumoniae,Linezolid,Ivory Coast,0.2627227387489882
Klebsiella pneumoniae,Linezolid,Ghana,0.415073650370398
Klebsiella pneumoniae,Linezolid,Mali,0.1805592385362952
Klebsiella pneumoniae,Linezolid,Nigeria,0.7608402710819168
Klebsiella pneumoniae,Linezolid,Senegal,0.581371364610602
Klebsiella pneumoniae,Linezolid,Togo,0.5334796029261774
Klebsiella pneumoniae,Vancomycin,Benin,0.30102572053319304
Klebsiella pneumoniae,Vancomycin,Burkina Faso,0.6071621116888487
Klebsiella pneumoniae,Vancomycin,Ivory Coast,0.47122717598867636
Klebsiella pneumoniae,Vancomycin,Ghana,0.6530758222170108
Klebsiella pneumoniae,Vancomycin,Mali,0.18855794254584524
Klebsiella pneumoniae,Vancomycin,Nigeria,0.40477906228966
Klebsiella pneumoniae,Vancomycin,Senegal,0.4564244667914613
Klebsiella pneumoniae,Vancomycin,Togo,0.6196829404276325
Klebsiella pneumoniae,Piperacillin/Tazobactam,Benin,0.6582398214643349
Klebsiella pneumoniae,Piperacillin/Tazobactam,Burkina Faso,0.2526130047269886
Klebsiella pneumoniae,Piperacillin/Tazobactam,Ivory Coast,0.40982531920600074
Klebsiella pneumoniae,Piperacillin/Tazobactam,Ghana,0.40178828311094816
Klebsiella pneumoniae,Piperacillin/Tazobactam,Mali,0.6112686840940795
Klebsiella pneumoniae,Piperacillin/Tazobactam,Nigeria,0.5892581886600887
Klebsiella pneumoniae,Piperacillin/Tazobactam,Senegal,0.3732726110519321
Klebsiella pneumoniae,Piperacillin/Tazobactam,Togo,0.7040688316427962
Klebsiella pneumoniae,Nitrofurantoin,Benin,0.6484780784663831
Klebsiella pneumoniae,Nitrofurantoin,Burkina Faso,0.510553798425204
Klebsiella pneumoniae,Nitrofurantoin,Ivory Coast,0.6426418309473193
Klebsiella pneumoniae,Nitrofurantoin,Ghana,0.6564806363287217
Klebsiella pneumoniae,Nitrofurantoin,Mali,0.44443986693898985
Klebsiella pneumoniae,Nitrofurantoin,Nigeria,0.3707502332861904
Klebsiella pneumoniae,Nitrofurantoin,Senegal,0.5835552737237902
Klebsiella pneumoniae,Nitrofurantoin,Togo,0.2292867373463146
Acinetobacter baumannii,Amoxicillin/Clavulanate,Benin,0.8288047665040936
Acinetobacter baumannii,Amoxicillin/Clavulanate,Burkina Faso,0.485744111553743
Acinetobacter baumannii,Amoxicillin/Clavulanate,Ivory Coast,0.22799213696766396
Acinetobacter baumannii,Amoxicillin/Clavulanate,Ghana,0.7166295767293467
Acinetobacter baumannii,Amoxicillin/Clavulanate,Mali,0.5131425801702302
Acinetobacter baumannii,Amoxicillin/Clavulanate,Nigeria,0.12275043310870998
Acinetobacter baumannii,Amoxicillin/Clavulanate,Senegal,0.4779470962495751
Acinetobacter baumannii,Amoxicillin/Clavulanate,Togo,0.8689947628863068
Acinetobacter baumannii,Ampicillin,Benin,0.8705188033440542
Acinetobacter baumannii,Ampicillin,Burkina Faso,0.7766852539086438
Acinetobacter baumannii,Ampicillin,Ivory Coast,0.6706705581153777
Acinetobacter baumannii,Ampicillin,Ghana,0.6031200206423862
Acinetobacter baumannii,Ampicillin,Mali,0.4949716083205413
Acinetobacter baumannii,Ampicillin,Nigeria,0.46389280116177545
Acinetobacter baumannii,Ampicillin,Senegal,0.6988408321450691
Acinetobacter baumannii,Ampicillin,Togo,0.4272994478742803
Acinetobacter baumannii,Ceftriaxone,Benin,0.579541629815065
Acinetobacter baumannii,Ceftriaxone,Burkina Faso,0.2269763871089272
Acinetobacter baumannii,Ceftriaxone,Ivory Coast,0.7601376232934604
Acinetobacter baumannii,Ceftriaxone,Ghana,0.241155488488475
Acinetobacter baumannii,Ceftriaxone,Mali,0.8820426244847044
Acinetobacter baumannii,Ceftriaxone,Nigeria,0.3548442647262825
Acinetobacter baumannii,Ceftriaxone,Senegal,0.6667052870597046
Acinetobacter baumannii,Ceftriaxone,Togo,0.16383528461918556
Acinetobacter baumannii,Ceftazidime,Benin,0.723685838597756
Acinetobacter baumannii,Ceftazidime,Burkina Faso,0.374402869519998
Acinetobacter baumannii,Ceftazidime,Ivory Coast,0.7608870187253775
Acinetobacter baumannii,Ceftazidime,Ghana,0.8541511347271613
Acinetobacter baumannii,Ceftazidime,Mali,0.16962477636536724
Acinetobacter baumannii,Ceftazidime,Nigeria,0.62143803631322
Acinetobacter baumannii,Ceftazidime,Senegal,0.7341723966273194
Acinetobacter baumannii,Ceftazidime,Togo,0.5983227592987805
Acinetobacter baumannii,Cefotaxime,Benin,0.88948154502622
Acinetobacter baumannii,Cefotaxime,Burkina Faso,0.37293739204026577
Acinetobacter baumannii,Cefotaxime,Ivory Coast,0.7945555540753858
Acinetobacter baumannii,Cefotaxime,Ghana,0.46344843903274324
Acinetobacter baumannii,Cefotaxime,Mali,0.1535111004565306
Acinetobacter baumannii,Cefotaxime,Nigeria,0.7645153390259368
Acinetobacter baumannii,Cefotaxime,Senegal,0.8915692947672982
Acinetobacter baumannii,Cefotaxime,Togo,0.16957132208164244
Acinetobacter baumannii,Cefepime,Benin,0.4627371459380717
Acinetobacter baumannii,Cefepime,Burkina Faso,0.47286263743481516
Acinetobacter baumannii,Cefepime,Ivory Coast,0.6265481206161199
Acinetobacter baumannii,Cefepime,Ghana,0.32770863046562565
Acinetobacter baumannii,Cefepime,Mali,0.26180938219445893
Acinetobacter baumannii,Cefepime,Nigeria,0.7977082658385316
Acinetobacter baumannii,Cefepime,Senegal,0.14379163123184224
Acinetobacter baumannii,Cefepime,Togo,0.6723367717705393
Acinetobacter baumannii,Imipenem,Benin,0.6080583784088754
Acinetobacter baumannii,Imipenem,Burkina Faso,0.7879221614666327
Acinetobacter baumannii,Imipenem,Ivory Coast,0.3800208493762326
Acinetobacter baumannii,Imipenem,Ghana,0.8694041615494289
Acinetobacter baumannii,Imipenem,Mali,0.16820560843684718
Acinetobacter baumannii,Imipenem,Nigeria,0.6230275964954479
Acinetobacter baumannii,Imipenem,Senegal,0.4217657861823001
Acinetobacter baumannii,Imipenem,Togo,0.4526670272998442
Acinetobacter baumannii,Meropenem,Benin,0.7927900031705558
Acinetobacter baumannii,Meropenem,Burkina Faso,0.22606092034414013
Acinetobacter baumannii,Meropenem,Ivory Coast,0.4287447320190164
Acinetobacter baumannii,Meropenem,Ghana,0.7431690190830865
Acinetobacter baumannii,Meropenem,Mali,0.44731244997147135
Acinetobacter baumannii,Meropenem,Nigeria,0.655108916038907
Acinetobacter baumannii,Meropenem,Senegal,0.4772236397688042
Acinetobacter baumannii,Meropenem,Togo,0.18991846444535077
Acinetobacter baumannii,Ertapenem,Benin,0.11141609058823061
Acinetobacter baumannii,Ertapenem,Burkina Faso,0.2494938929474514
Acinetobacter baumannii,Ertapenem,Ivory Coast,0.39952689092605176
Acinetobacter baumannii,Ertapenem,Ghana,0.8688632756126509
Acinetobacter baumannii,Ertapenem,Mali,0.7277056001644898
Acinetobacter baumannii,Ertapenem,Nigeria,0.469171875776896
Acinetobacter baumannii,Ertapenem,Senegal,0.2779607519049764
Acinetobacter baumannii,Ertapenem,Togo,0.4553344867807747
Acinetobacter baumannii,Ciprofloxacin,Benin,0.5782074506017082
Acinetobacter baumannii,Ciprofloxacin,Burkina Faso,0.2253441283324129
Acinetobacter baumannii,Ciprofloxacin,Ivory Coast,0.10433070605738406
Acinetobacter baumannii,Ciprofloxacin,Ghana,0.19108160108919892
Acinetobacter baumannii,Ciprofloxacin,Mali,0.6941300126165881
Acinetobacter baumannii,Ciprofloxacin,Nigeria,0.6115640037002154
Acinetobacter baumannii,Ciprofloxacin,Senegal,0.7542124485359772
Acinetobacter baumannii,Ciprofloxacin,Togo,0.8729100873672041
Acinetobacter baumannii,Levofloxacin,Benin,0.30471557945874794
Acinetobacter baumannii,Levofloxacin,Burkina Faso,0.5637197215837976
Acinetobacter baumannii,Levofloxacin,Ivory Coast,0.6924983436433799
Acinetobacter baumannii,Levofloxacin,Ghana,0.8863806944075004
Acinetobacter baumannii,Levofloxacin,Mali,0.6778905820804327
Acinetobacter baumannii,Levofloxacin,Nigeria,0.47420342116719894
Acinetobacter baumannii,Levofloxacin,Senegal,0.8129887524139375
Acinetobacter baumannii,Levofloxacin,Togo,0.8798960026398219
Acinetobacter baumannii,Gentamicin,Benin,0.38230354126387156
Acinetobacter baumannii,Gentamicin,Burkina Faso,0.6091074839802553
Acinetobacter baumannii,Gentamicin,Ivory Coast,0.1504442568981541
Acinetobacter baumannii,Gentamicin,Ghana,0.41532693981163915
Acinetobacter baumannii,Gentamicin,Mali,0.4962825605368463
Acinetobacter baumannii,Gentamicin,Nigeria,0.6896573743728098
Acinetobacter baumannii,Gentamicin,Senegal,0.22305505209553023
Acinetobacter baumannii,Gentamicin,Togo,0.3914923408057306
Acinetobacter baumannii,Amikacin,Benin,0.7085336487366843
Acinetobacter baumannii,Amikacin,Burkina Faso,0.5791430478610481
Acinetobacter baumannii,Amikacin,Ivory Coast,0.7738517778490317
Acinetobacter baumannii,Amikacin,Ghana,0.8419290616054907
Acinetobacter baumannii,Amikacin,Mali,0.8621150618441616
Acinetobacter baumannii,Amikacin,Nigeria,0.45895126400569985
Acinetobacter baumannii,Amikacin,Senegal,0.5533045404486608
Acinetobacter baumannii,Amikacin,Togo,0.35647117447043286
Acinetobacter baumannii,Tobramycin,Benin,0.24391204933897193
Acinetobacter baumannii,Tobramycin,Burkina Faso,0.17766371381141577
Acinetobacter baumannii,Tobramycin,Ivory Coast,0.19172119972551896
Acinetobacter baumannii,Tobramycin,Ghana,0.21337008771985141
Acinetobacter baumannii,Tobramycin,Mali,0.25768860234581925
Acinetobacter baumannii,Tobramycin,Nigeria,0.14291561998058644
Acinetobacter baumannii,Tobramycin,Senegal,0.7822956491415728
Acinetobacter baumannii,Tobramycin,Togo,0.3200735416971041
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Benin,0.8727924677446209
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Burkina Faso,0.33307863909781277
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Ivory Coast,0.21399958920715215
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Ghana,0.10777417137960708
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Mali,0.5843496886240713
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Nigeria,0.19209427201017545
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Senegal,0.32961583849193304
Acinetobacter baumannii,Trimethoprim/Sulfamethoxazole,Togo,0.4924269890846291
Acinetobacter baumannii,Tetracycline,Benin,0.7728613276230808
Acinetobacter baumannii,Tetracycline,Burkina Faso,0.12832058806187607
Acinetobacter baumannii,Tetracycline,Ivory Coast,0.7948411660063222
Acinetobacter baumannii,Tetracycline,Ghana,0.6587032770143897
Acinetobacter baumannii,Tetracycline,Mali,0.37030611577571015
Acinetobacter baumannii,Tetracycline,Nigeria,0.624957769585382
Acinetobacter baumannii,Tetracycline,Senegal,0.26703833057752246
Acinetobacter baumannii,Tetracycline,Togo,0.2711179513148543
Acinetobacter baumannii,Doxycycline,Benin,0.2419357122177993
Acinetobacter baumannii,Doxycycline,Burkina Faso,0.2423134004898791
Acinetobacter baumannii,Doxycycline,Ivory Coast,0.45329976635813407
Acinetobacter baumannii,Doxycycline,Ghana,0.1460181826634167
Acinetobacter baumannii,Doxycycline,Mali,0.7298672034158339
Acinetobacter baumannii,Doxycycline,Nigeria,0.28192071293112414
Acinetobacter baumannii,Doxycycline,Senegal,0.16629535374292673
Acinetobacter baumannii,Doxycycline,Togo,0.7608531876232001
Acinetobacter baumannii,Clindamycin,Benin,0.5951995188435092
Acinetobacter baumannii,Clindamycin,Burkina Faso,0.1526558544382618
Acinetobacter baumannii,Clindamycin,Ivory Coast,0.6223131475670406
Acinetobacter baumannii,Clindamycin,Ghana,0.11618853193296932
Acinetobacter baumannii,Clindamycin,Mali,0.43183572332259723
Acinetobacter baumannii,Clindamycin,Nigeria,0.5437283087109948
Acinetobacter baumannii,Clindamycin,Senegal,0.7954611793772178
Acinetobacter baumannii,Clindamycin,Togo,0.3091219490926733
Acinetobacter baumannii,Erythromycin,Benin,0.4772048821567324
Acinetobacter baumannii,Erythromycin,Burkina Faso,0.5193095318624412
Acinetobacter baumannii,Erythromycin,Ivory Coast,0.676927049548363
Acinetobacter baumannii,Erythromycin,Ghana,0.2970100234625517
Acinetobacter baumannii,Erythromycin,Mali,0.2309703629740846
Acinetobacter baumannii,Erythromycin,Nigeria,0.8073702816475895
Acinetobacter baumannii,Erythromycin,Senegal,0.40871307571196025
Acinetobacter baumannii,Erythromycin,Togo,0.8348896445385213
Acinetobacter baumannii,Linezolid,Benin,0.138643083209241
Acinetobacter baumannii,Linezolid,Burkina Faso,0.2539208629594245
Acinetobacter baumannii,Linezolid,Ivory Coast,0.44181851419931906
Acinetobacter baumannii,Linezolid,Ghana,0.7562439826356724
Acinetobacter baumannii,Linezolid,Mali,0.6575531064257343
Acinetobacter baumannii,Linezolid,Nigeria,0.10094373324687203
Acinetobacter baumannii,Linezolid,Senegal,0.20716928134707002
Acinetobacter baumannii,Linezolid,Togo,0.41091743510211376
Acinetobacter baumannii,Vancomycin,Benin,0.2202966480976737
Acinetobacter baumannii,Vancomycin,Burkina Faso,0.5418281969895195
Acinetobacter baumannii,Vancomycin,Ivory Coast,0.4375047010674725
Acinetobacter baumannii,Vancomycin,Ghana,0.12639818135964287
Acinetobacter baumannii,Vancomycin,Mali,0.8158926877310655
Acinetobacter baumannii,Vancomycin,Nigeria,0.8068321312364669
Acinetobacter baumannii,Vancomycin,Senegal,0.8197218668741961
Acinetobacter baumannii,Vancomycin,Togo,0.18933627665771235
Acinetobacter baumannii,Piperacillin/Tazobactam,Benin,0.1254922090358763
Acinetobacter baumannii,Piperacillin/Tazobactam,Burkina Faso,0.7447061022286937
Acinetobacter baumannii,Piperacillin/Tazobactam,Ivory Coast,0.26565841685561004
Acinetobacter baumannii,Piperacillin/Tazobactam,Ghana,0.23991090791990397
Acinetobacter baumannii,Piperacillin/Tazobactam,Mali,0.7327279611566727
Acinetobacter baumannii,Piperacillin/Tazobactam,Nigeria,0.26534200177855316
Acinetobacter baumannii,Piperacillin/Tazobactam,Senegal,0.7086912975857111
Acinetobacter baumannii,Piperacillin/Tazobactam,Togo,0.5050156914987267
Acinetobacter baumannii,Nitrofurantoin,Benin,0.6584681022125652
Acinetobacter baumannii,Nitrofurantoin,Burkina Faso,0.49441645722026584
Acinetobacter baumannii,Nitrofurantoin,Ivory Coast,0.8536110167191787
Acinetobacter baumannii,Nitrofurantoin,Ghana,0.8709126245028678
Acinetobacter baumannii,Nitrofurantoin,Mali,0.7486537657060361
Acinetobacter baumannii,Nitrofurantoin,Nigeria,0.5263791153274741
Acinetobacter baumannii,Nitrofurantoin,Senegal,0.25983444965545505
Acinetobacter baumannii,Nitrofurantoin,Togo,0.22729213281183994
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Benin,0.6143702898597571
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Burkina Faso,0.5167207705323581
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Ivory Coast,0.31979202625326214
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Ghana,0.8062898353493575
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Mali,0.3267782614245237
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Nigeria,0.5998642953043279
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Senegal,0.21597493278906682
Pseudomonas aeruginosa,Amoxicillin/Clavulanate,Togo,0.12459635389751417
Pseudomonas aeruginosa,Ampicillin,Benin,0.893185212691402
Pseudomonas aeruginosa,Ampicillin,Burkina Faso,0.2063436261291674
Pseudomonas aeruginosa,Ampicillin,Ivory Coast,0.4523949134874826
Pseudomonas aeruginosa,Ampicillin,Ghana,0.38120528248618735
Pseudomonas aeruginosa,Ampicillin,Mali,0.19847317926445796
Pseudomonas aeruginosa,Ampicillin,Nigeria,0.4821353267868166
Pseudomonas aeruginosa,Ampicillin,Senegal,0.496211105384902
Pseudomonas aeruginosa,Ampicillin,Togo,0.2571002756576182
Pseudomonas aeruginosa,Ceftriaxone,Benin,0.7860807691341003
Pseudomonas aeruginosa,Ceftriaxone,Burkina Faso,0.47274687025579887
Pseudomonas aeruginosa,Ceftriaxone,Ivory Coast,0.8961613193735093
Pseudomonas aeruginosa,Ceftriaxone,Ghana,0.2233407855928821
Pseudomonas aeruginosa,Ceftriaxone,Mali,0.2414031199584092
Pseudomonas aeruginosa,Ceftriaxone,Nigeria,0.7355312376612152
Pseudomonas aeruginosa,Ceftriaxone,Senegal,0.8757107806708045
Pseudomonas aeruginosa,Ceftriaxone,Togo,0.5025605618571322
Pseudomonas aeruginosa,Ceftazidime,Benin,0.11820885309506571
Pseudomonas aeruginosa,Ceftazidime,Burkina Faso,0.5672746682376122
Pseudomonas aeruginosa,Ceftazidime,Ivory Coast,0.2973072130024466
Pseudomonas aeruginosa,Ceftazidime,Ghana,0.6779120290217983
Pseudomonas aeruginosa,Ceftazidime,Mali,0.40463209948771417
Pseudomonas aeruginosa,Ceftazidime,Nigeria,0.3030636523396554
Pseudomonas aeruginosa,Ceftazidime,Senegal,0.6334745081234355
Pseudomonas aeruginosa,Ceftazidime,Togo,0.31803680370248727
Pseudomonas aeruginosa,Cefotaxime,Benin,0.7664747526077854
Pseudomonas aeruginosa,Cefotaxime,Burkina Faso,0.6263242177282156
Pseudomonas aeruginosa,Cefotaxime,Ivory Coast,0.2147993978059235
Pseudomonas aeruginosa,Cefotaxime,Ghana,0.45223071403634096
Pseudomonas aeruginosa,Cefotaxime,Mali,0.271586647813168
Pseudomonas aeruginosa,Cefotaxime,Nigeria,0.18999457352437982
Pseudomonas aeruginosa,Cefotaxime,Senegal,0.7066653804213335
Pseudomonas aeruginosa,Cefotaxime,Togo,0.33686550542563465
Pseudomonas aeruginosa,Cefepime,Benin,0.7852654701414101
Pseudomonas aeruginosa,Cefepime,Burkina Faso,0.48025693588891827
Pseudomonas aeruginosa,Cefepime,Ivory Coast,0.18462388880726383
Pseudomonas aeruginosa,Cefepime,Ghana,0.3426992976957875
Pseudomonas aeruginosa,Cefepime,Mali,0.3388000180457447
Pseudomonas aeruginosa,Cefepime,Nigeria,0.8161139639104384
Pseudomonas aeruginosa,Cefepime,Senegal,0.7375732349346408
Pseudomonas aeruginosa,Cefepime,Togo,0.5108510807972374
Pseudomonas aeruginosa,Imipenem,Benin,0.3475041373708111
Pseudomonas aeruginosa,Imipenem,Burkina Faso,0.5046819477746503
Pseudomonas aeruginosa,Imipenem,Ivory Coast,0.7331026795432843
Pseudomonas aeruginosa,Imipenem,Ghana,0.1915124944736941
Pseudomonas aeruginosa,Imipenem,Mali,0.26585322695911073
Pseudomonas aeruginosa,Imipenem,Nigeria,0.11147137433979265
Pseudomonas aeruginosa,Imipenem,Senegal,0.12689648387455252
Pseudomonas aeruginosa,Imipenem,Togo,0.35257090783459055
Pseudomonas aeruginosa,Meropenem,Benin,0.10831897660055256
Pseudomonas aeruginosa,Meropenem,Burkina Faso,0.48411739186363645
Pseudomonas aeruginosa,Meropenem,Ivory Coast,0.8124235783166732
Pseudomonas aeruginosa,Meropenem,Ghana,0.4077962872135603
Pseudomonas aeruginosa,Meropenem,Mali,0.6190518506668706
Pseudomonas aeruginosa,Meropenem,Nigeria,0.8861782479930435
Pseudomonas aeruginosa,Meropenem,Senegal,0.7895142493491757
Pseudomonas aeruginosa,Meropenem,Togo,0.3173371635731049
Pseudomonas aeruginosa,Ertapenem,Benin,0.34350200166703615
Pseudomonas aeruginosa,Ertapenem,Burkina Faso,0.13942970851827052
Pseudomonas aeruginosa,Ertapenem,Ivory Coast,0.8298327809835729
Pseudomonas aeruginosa,Ertapenem,Ghana,0.7487242833752609
Pseudomonas aeruginosa,Ertapenem,Mali,0.846369010893916
Pseudomonas aeruginosa,Ertapenem,Nigeria,0.7992393227683643
Pseudomonas aeruginosa,Ertapenem,Senegal,0.7033835957574606
Pseudomonas aeruginosa,Ertapenem,Togo,0.5784163743967341
